Symbol,Entry Date,Exit Date,Entry Price,Exit Price,Stop Loss,Take Profit,Position Size,P&L,P&L %,Exit Reason,Signal Strength,Actual R/R
UNH,2022-10-24,2022-11-11,517.82,491.49,491.49,557.33,7,-184.35,-5.09,stop_loss,50,1.0
UNH,2022-10-26,2022-11-11,519.32,493.48,493.48,558.09,4,-103.37,-4.98,stop_loss,50,1.0
UNH,2022-12-08,2022-12-15,525.48,504.66,504.66,556.71,2,-41.64,-3.96,stop_loss,50,1.0
UNH,2022-12-06,2022-12-16,517.23,494.83,494.83,550.83,3,-67.2,-4.33,stop_loss,50,1.0
UNH,2023-02-17,2023-02-28,478.64,457.41,457.41,510.49,1,-21.23,-4.44,stop_loss,50,1.0
UNH,2023-02-23,2023-02-28,471.55,455.52,455.52,495.6,1,-16.03,-3.4,stop_loss,65,1.0
