Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,SMA_20,SMA_50,SMA_200,Daily_Return,Cumulative_Return,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,ATR
2022-07-20 00:00:00-04:00,246.78334045410156,250.663330078125,243.48333740234375,247.5,88864200,0.0,0.0,TSLA,,,,,,,0.0,0.0,0.0,,,,
2022-07-21 00:00:00-04:00,255.10667419433594,273.26666259765625,254.86666870117188,271.7066650390625,142032300,0.0,0.0,TSLA,,,,0.09780470722853529,0.09780470722853529,,1.9310160145121245,0.38620320290242494,1.5448128116096995,,,,
2022-07-22 00:00:00-04:00,276.2200012207031,280.78668212890625,270.71331787109375,272.24334716796875,103472700,0.0,0.0,TSLA,,,,0.0019752262198982073,0.09997311987058066,,3.4647266684783915,1.0019078960176182,2.462818772460773,,,,
2022-07-25 00:00:00-04:00,272.2166748046875,274.14666748046875,267.3999938964844,268.4333190917969,64073400,0.0,0.0,TSLA,,,,-0.013994935471540293,0.08457906703756302,,4.322933896495471,1.666113096113189,2.656820800382282,,,,
2022-07-26 00:00:00-04:00,266.5133361816406,267.30999755859375,256.2633361816406,258.8599853515625,66820800,0.0,0.0,TSLA,,,,-0.0356637312112531,0.04589893071338369,,4.182369530091336,2.1693643829088183,2.0130051471825174,,,,
2022-07-27 00:00:00-04:00,263.80999755859375,275.9266662597656,261.7900085449219,274.82000732421875,88110000,0.0,0.0,TSLA,,,,0.061655036992220635,0.11038386797664135,,5.297742568133714,2.7950400199537975,2.5027025481799163,,,,
2022-07-28 00:00:00-04:00,280.0666809082031,283.29998779296875,272.79998779296875,280.8999938964844,84723000,0.0,0.0,TSLA,,,,0.02212352234272652,0.13494947028882565,,6.596250372158124,3.555282090394663,3.0409682817634613,,,,
2022-07-29 00:00:00-04:00,280.70001220703125,298.32000732421875,279.1000061035156,297.1499938964844,95313000,0.0,0.0,TSLA,,,,0.05784976985791013,0.20060603594539117,,8.834725143149797,4.61117070094569,4.223554442204106,,,,
2022-08-01 00:00:00-04:00,301.27667236328125,311.8766784667969,295.0,297.27667236328125,117042900,0.0,0.0,TSLA,,,,0.00042631152414229767,0.2011178681344694,,10.497940694490012,5.788524699654555,4.709415994835457,,,,
2022-08-02 00:00:00-04:00,294.0033264160156,307.8333435058594,292.6666564941406,300.586669921875,95577600,0.0,0.0,TSLA,,,,0.011134400598203698,0.21449159564393905,,11.945440539165872,7.019907867556819,4.925532671609053,,,,
2022-08-03 00:00:00-04:00,305.0,309.54998779296875,301.1499938964844,307.39666748046875,80091000,0.0,0.0,TSLA,,,,0.02265568716125621,0.24200673729482292,,13.48663890603143,8.313254075251741,5.173384830779689,,,,
2022-08-04 00:00:00-04:00,311.0,313.6066589355469,305.0,308.6333312988281,72256200,0.0,0.0,TSLA,,,,0.004023022853486102,0.24700335878314372,,14.639087858105427,9.578420831822479,5.060667026282948,,,,
