Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-21 00:00:00-04:00,116.64751560212792,121.17259670599968,116.12134083463377,119.31664276123047,23704100,0.0,0.0
2023-07-24 00:00:00-04:00,119.31664492519292,120.15851726959269,117.83379404362275,118.72350311279297,5859300,0.0,0.0
2023-07-25 00:00:00-04:00,118.81916320294332,120.5220527131961,118.81916320294332,119.65147399902344,5592100,0.0,0.0
2023-07-26 00:00:00-04:00,117.86249092794183,119.81411102011072,117.03974890970811,118.64696502685547,5291800,0.0,0.0
2023-07-27 00:00:00-04:00,121.07692899757025,122.23450624207038,119.50798072412712,120.39768981933594,7917900,0.0,0.0
2023-07-28 00:00:00-04:00,122.74154396654791,124.29135454466339,122.03359841226728,123.87041473388672,11762200,0.0,0.0
2023-07-31 00:00:00-04:00,124.35833128622072,127.20922197209205,123.50689014255329,126.44387817382812,11029600,0.0,0.0
2023-08-01 00:00:00-04:00,126.2047163979491,126.65435535784026,124.59750746722979,126.3577880859375,7128700,0.0,0.0
2023-08-02 00:00:00-04:00,124.55921923989544,125.87943686492886,123.2485777179361,123.66951751708984,13711100,0.0,0.0
2023-08-03 00:00:00-04:00,111.90240378698164,113.94969004247625,109.91251576144278,113.55744934082031,29239600,0.0,0.0
2023-08-04 00:00:00-04:00,112.65817848400984,116.71448306487912,112.65817848400984,116.23614501953125,12658700,0.0,0.0
2023-08-07 00:00:00-04:00,116.91537876228344,117.42241589909096,112.81123764709749,114.16971588134766,7706500,0.0,0.0
2023-08-08 00:00:00-04:00,111.93109034587884,112.77296258584852,110.93614644471913,112.5625,8934600,0.0,0.0
2023-08-09 00:00:00-04:00,112.15114699891507,112.99301937373902,111.47190051715314,111.51973724365234,5642500,0.0,0.0
2023-08-10 00:00:00-04:00,112.5816374843847,113.26087660177983,110.08471241821695,110.601318359375,6224500,0.0,0.0
2023-08-11 00:00:00-04:00,109.18543796278641,110.45781889601793,108.7932045669021,109.64464569091797,5712500,0.0,0.0
2023-08-14 00:00:00-04:00,108.94626613199307,109.55853822112731,107.92262304870373,109.0802001953125,8537500,0.0,0.0
2023-08-15 00:00:00-04:00,108.42965398195874,108.59229444855943,106.57370751125197,106.8415756225586,6843600,0.0,0.0
2023-08-16 00:00:00-04:00,106.52587699590578,107.07118205392659,105.28220250685676,105.37786865234375,6426700,0.0,0.0
2023-08-17 00:00:00-04:00,105.41613277305112,106.31540326686654,104.9090956512612,105.31089782714844,6250500,0.0,0.0
2023-08-18 00:00:00-04:00,104.10550324566631,105.73184985758665,103.79936715522742,105.33004760742188,6384700,0.0,0.0
2023-08-21 00:00:00-04:00,105.08129129606212,106.15277107382843,104.27768693688151,105.88490295410156,6539800,0.0,0.0
2023-08-22 00:00:00-04:00,106.64068525485351,106.9946507379946,104.41162820643045,104.72733306884766,4587000,0.0,0.0
2023-08-23 00:00:00-04:00,104.60294939689139,106.69807215370551,104.13418020478281,106.35366821289062,6873900,0.0,0.0
2023-08-24 00:00:00-04:00,107.30079879557282,107.69303221548113,103.4740942559109,103.80892944335938,8698100,0.0,0.0
2023-08-25 00:00:00-04:00,104.17245737437206,105.73183675130103,103.09141603563887,105.5405044555664,6669900,0.0,0.0
2023-08-28 00:00:00-04:00,106.47804137133654,107.32948242464346,105.82750140150961,106.8415756225586,4316400,0.0,0.0
2023-08-29 00:00:00-04:00,105.73184260043485,109.05150993697667,105.73184260043485,108.8506088256836,6971400,0.0,0.0
2023-08-30 00:00:00-04:00,108.4459409348924,109.31304749524898,107.58847093369005,109.12998962402344,6490300,0.8,0.0
2023-08-31 00:00:00-04:00,108.32070444857442,110.95092668434192,108.32070444857442,110.34394836425781,7962500,0.0,0.0
2023-09-01 00:00:00-04:00,111.47117542337861,111.47117542337861,110.228331242857,111.1725082397461,5310700,0.0,0.0
2023-09-05 00:00:00-04:00,110.71006525663888,112.7814772921051,110.71006525663888,112.29012298583984,7294800,0.0,0.0
2023-09-06 00:00:00-04:00,111.76021826933957,112.4539035588221,109.47683874988319,110.48846435546875,7411900,0.0,0.0
2023-09-07 00:00:00-04:00,106.55758066007179,106.6539242009312,102.19315283932548,102.51109313964844,17947800,0.0,0.0
2023-09-08 00:00:00-04:00,102.28949955710527,103.1566061528527,101.65362628725131,102.2605972290039,9819300,0.0,0.0
2023-09-11 00:00:00-04:00,107.20310413835246,107.75227047686764,104.84265400889323,106.2492904663086,18771700,0.0,0.0
2023-09-12 00:00:00-04:00,105.57487178354604,108.6193705097346,105.50743056541806,107.16456604003906,9250100,0.0,0.0
2023-09-13 00:00:00-04:00,107.50177825212954,109.44794447931572,107.45360280049138,108.52303314208984,8131500,0.0,0.0
2023-09-14 00:00:00-04:00,109.61172864232033,110.5462765347669,108.86987520480918,109.87186431884766,7138100,0.0,0.0
2023-09-15 00:00:00-04:00,109.80441852878518,110.97982892809102,108.34960669435404,109.00475311279297,12247400,0.0,0.0
2023-09-18 00:00:00-04:00,108.76388786635165,109.66953336802557,108.3496040039414,108.6290054321289,5065100,0.0,0.0
2023-09-19 00:00:00-04:00,108.09912009286424,108.2340025460386,105.89282538713695,106.6732177734375,5658800,0.0,0.0
2023-09-20 00:00:00-04:00,107.6559185056161,107.71373051341529,105.17022268649218,105.22802734375,7073800,0.0,0.0
2023-09-21 00:00:00-04:00,104.03334935201336,105.584497314924,103.90809612946627,104.01407623291016,7007200,0.0,0.0
2023-09-22 00:00:00-04:00,104.79447327331285,105.76756001724758,103.43601233623392,103.74431610107422,6965500,0.0,0.0
2023-09-25 00:00:00-04:00,102.93500901709568,106.44197427514855,102.80976314559211,106.393798828125,6782500,0.0,0.0
2023-09-26 00:00:00-04:00,105.8349931826403,106.59611965210324,105.34363156806732,105.70974731445312,6559800,0.0,0.0
2023-09-27 00:00:00-04:00,106.682841352171,106.75991177993298,103.50345282729641,105.19912719726562,7225000,0.0,0.0
2023-09-28 00:00:00-04:00,105.74829454812854,107.81971391959847,105.18949167572426,107.03931427001953,4851300,0.0,0.0
2023-09-29 00:00:00-04:00,107.79079939237722,108.12801282298452,106.59612327276841,107.00077056884766,4869300,0.0,0.0
2023-10-02 00:00:00-04:00,106.3649020795603,107.70409725100191,105.5941389899998,107.03931427001953,5751500,0.0,0.0
2023-10-03 00:00:00-04:00,106.75991683122176,108.15692406454049,105.38218271866155,106.16258239746094,7750700,0.0,0.0
2023-10-04 00:00:00-04:00,106.75029654168644,107.01042488932859,104.82339593516173,105.83501434326172,7189400,0.0,0.0
2023-10-05 00:00:00-04:00,105.69047619408492,106.42270035015868,104.96788859745115,105.78682708740234,5089700,0.0,0.0
2023-10-06 00:00:00-04:00,106.81773285034822,107.26091908737679,104.1008034142742,106.82736206054688,7930600,0.0,0.0
2023-10-09 00:00:00-04:00,106.28782040019863,107.88715117965866,105.47852580134511,107.71372985839844,4714500,0.0,0.0
2023-10-10 00:00:00-04:00,107.42470104674399,108.86023983666084,106.39380959081036,108.20509338378906,6253000,0.0,0.0
2023-10-11 00:00:00-04:00,108.17619221065924,108.5230348865119,105.57487949230627,107.05859375,6378600,0.0,0.0
2023-10-12 00:00:00-04:00,107.88713704537226,108.10872643484355,106.2878064754404,107.38613891601562,5371700,0.0,0.0
2023-10-13 00:00:00-04:00,107.63665463138918,107.87751717492503,104.57288278359145,104.6884994506836,6035600,0.0,0.0
2023-10-16 00:00:00-04:00,105.10277379566949,107.02004489495832,104.9678913621219,106.47087860107422,6254700,0.0,0.0
2023-10-17 00:00:00-04:00,104.83300295685207,108.16653941849847,104.07187649630973,108.0990982055664,7334000,0.0,0.0
2023-10-18 00:00:00-04:00,107.00076884911134,108.01239442359169,106.00841639349143,106.92369842529297,7174500,0.0,0.0
2023-10-19 00:00:00-04:00,108.28216065120404,110.2186974908387,106.78880999392345,107.21273040771484,10511500,0.0,0.0
2023-10-20 00:00:00-04:00,107.44395430831725,107.53066864152785,104.65958404541016,104.65958404541016,7756500,0.0,0.0
2023-10-23 00:00:00-04:00,103.9948141492137,106.52868546101595,103.7443150457848,104.6884994506836,6679200,0.0,0.0
2023-10-24 00:00:00-04:00,105.30512344336233,106.29747610184312,104.47655557597122,105.39183044433594,8578600,0.0,0.0
2023-10-25 00:00:00-04:00,104.83301284385072,105.29547216938663,100.61310365695513,100.95030975341797,8571600,0.0,0.0
2023-10-26 00:00:00-04:00,100.92140114816533,102.57853654835544,100.51675385757225,101.75960540771484,8705200,0.0,0.0
2023-10-27 00:00:00-04:00,102.9928214759489,103.94663505676631,101.9715593287858,102.56890106201172,7292000,0.0,0.0
2023-10-30 00:00:00-04:00,102.80975772115097,105.33399959085261,102.29913035202428,103.88882446289062,6634000,0.0,0.0
2023-10-31 00:00:00-04:00,104.34166354422489,105.21839943708294,102.79050807554947,105.00643920898438,6485500,0.0,0.0
