Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-21 00:00:00-04:00,219.60328891453136,222.05512066209,218.67327882611605,220.58966064453125,9381100,0.0,0.0
2023-07-24 00:00:00-04:00,220.75874397259355,221.8202693283918,219.74419142913936,221.15328979492188,1771300,0.0,0.0
2023-07-25 00:00:00-04:00,220.15754636659113,222.2336244273163,220.08239272781333,221.0499725341797,1325600,0.0,0.0
2023-07-26 00:00:00-04:00,219.77237236820898,221.4539044460396,218.35388517282885,220.95602416992188,1576800,0.0,0.0
2023-07-27 00:00:00-04:00,220.2702691649944,224.02786509093332,220.11057305823292,221.74513244628906,2439600,0.0,0.0
2023-07-28 00:00:00-04:00,222.46845630796966,223.74602506232475,220.843285876329,222.04571533203125,1889500,0.0,0.0
2023-07-31 00:00:00-04:00,222.1490828741656,222.1490828741656,218.89877019493315,219.9602813720703,2826600,0.0,0.0
2023-08-01 00:00:00-04:00,220.69300793943606,221.11574897155387,216.61601957645146,218.0532989501953,1843400,0.0,0.0
2023-08-02 00:00:00-04:00,218.61692394550738,218.90813532542703,214.84053616756236,216.44691467285156,2593500,0.0,0.0
2023-08-03 00:00:00-04:00,216.80388756206864,217.095113290904,214.38025077105908,216.71934509277344,2322200,0.0,0.0
2023-08-04 00:00:00-04:00,223.49241926752524,231.48669958785723,222.637562738348,228.5369873046875,5181200,0.0,0.0
2023-08-07 00:00:00-04:00,229.44819311181567,238.43824792700025,228.70607424969228,237.611572265625,4076600,0.0,0.0
2023-08-08 00:00:00-04:00,241.913996724242,247.8040462312852,240.9558201576102,244.99522399902344,5321600,0.0,0.0
2023-08-09 00:00:00-04:00,244.16861036592434,247.78527372464046,243.4170739352453,243.60496520996094,2428100,0.0,0.0
2023-08-10 00:00:00-04:00,245.6904016661212,248.73404499437007,244.67583477791828,246.1788787841797,1919200,0.0,0.0
2023-08-11 00:00:00-04:00,245.8406974797561,248.1046235444226,245.02339637582324,246.6016082763672,1560600,0.0,0.0
2023-08-14 00:00:00-04:00,246.3291710643962,247.50341964344082,244.10280034543607,245.15492248535156,1966100,0.0,0.0
2023-08-15 00:00:00-04:00,245.4837429540875,250.4719491351144,244.20614546183205,249.8895263671875,2781200,0.0,0.0
2023-08-16 00:00:00-04:00,250.19012885769942,251.98438442948859,248.54618056957764,248.9595184326172,2244000,0.0,0.0
2023-08-17 00:00:00-04:00,249.88761266387635,252.45400258156377,249.31940068234852,249.86868286132812,2256100,2.13,0.0
2023-08-18 00:00:00-04:00,248.69431469912004,249.05418317017936,247.23593991702924,247.94619750976562,2814500,0.0,0.0
2023-08-21 00:00:00-04:00,247.71894967331255,248.56180274014642,245.28515508692928,246.88560485839844,2324100,0.0,0.0
2023-08-22 00:00:00-04:00,246.44994279464237,246.60146790551514,243.71309814948899,243.96878051757812,1720300,0.0,0.0
2023-08-23 00:00:00-04:00,245.74914990468594,246.08060925883012,242.4156699138646,243.7225341796875,2256800,0.0,0.0
2023-08-24 00:00:00-04:00,243.12594518607057,246.40259246863698,242.59562177272312,243.02175903320312,1888900,0.0,0.0
2023-08-25 00:00:00-04:00,243.48579362111957,244.08241470787755,241.30768158737595,242.79449462890625,1786600,0.0,0.0
2023-08-28 00:00:00-04:00,243.3437372517253,244.44227257142595,241.62018617102106,242.95545959472656,1661300,0.0,0.0
2023-08-29 00:00:00-04:00,243.72254848993657,246.08062370753433,243.21118375398893,245.8817596435547,2216600,0.0,0.0
2023-08-30 00:00:00-04:00,246.2226687330448,247.04656303896257,243.3342989869372,244.2150115966797,1694300,0.0,0.0
2023-08-31 00:00:00-04:00,244.53700634272104,245.27567323737887,242.7092833585687,242.75662231445312,2065000,0.0,0.0
2023-09-01 00:00:00-04:00,244.97260598850238,245.3040653580624,242.52933224519666,243.10699462890625,1350200,0.0,0.0
2023-09-05 00:00:00-04:00,243.10698882601778,243.75097774881894,240.46483663399746,240.55006408691406,1763600,0.0,0.0
2023-09-06 00:00:00-04:00,240.95729088380338,240.95729088380338,235.21841106746055,235.8150177001953,1988900,0.0,0.0
2023-09-07 00:00:00-04:00,237.2639322701245,241.20349822198816,237.13135141839012,240.90992736816406,2228300,0.0,0.0
2023-09-08 00:00:00-04:00,242.19784047221728,246.54461349592205,241.45917372767505,245.68283081054688,2449000,0.0,0.0
2023-09-11 00:00:00-04:00,244.52750159270173,248.88375439866468,243.76990497447272,247.8515167236328,2135100,0.0,0.0
2023-09-12 00:00:00-04:00,248.7606450153102,249.08262503158386,244.19604868371556,246.5162353515625,1574000,0.0,0.0
2023-09-13 00:00:00-04:00,245.59763454054695,246.4310081838522,243.40056382646205,243.59945678710938,2182800,0.0,0.0
2023-09-14 00:00:00-04:00,245.18094308859375,249.19628612137393,244.84003327756665,248.40077209472656,3072400,0.0,0.0
2023-09-15 00:00:00-04:00,249.7834451514599,249.94442071767037,246.05222226974206,246.90452575683594,6161100,0.0,0.0
2023-09-18 00:00:00-04:00,249.4235722803804,251.166067728293,248.05039581359125,249.20574951171875,1770100,0.0,0.0
2023-09-19 00:00:00-04:00,249.19628971044062,251.68690237809432,248.53337097883966,250.3042755126953,1528200,0.0,0.0
2023-09-20 00:00:00-04:00,250.95770067477957,258.60953030368097,249.98228133383552,257.07537841796875,3575300,0.0,0.0
2023-09-21 00:00:00-04:00,257.653099328669,258.0413770198321,253.51466894059334,255.13404846191406,2437100,0.0,0.0
2023-09-22 00:00:00-04:00,253.48628505804558,255.21930136409122,252.39719998380187,253.5146942138672,1894100,0.0,0.0
2023-09-25 00:00:00-04:00,253.363135676334,253.61881804501638,250.9672008497403,252.71914672851562,1705300,0.0,0.0
2023-09-26 00:00:00-04:00,252.54865616283806,255.58857950809298,251.5921955776726,254.7836151123047,2367600,0.0,0.0
2023-09-27 00:00:00-04:00,257.33111544496643,259.11147050643973,252.62447316705212,254.72683715820312,2331900,0.0,0.0
2023-09-28 00:00:00-04:00,253.5998898542648,256.9996532764074,252.4161270094884,256.4693298339844,2430700,0.0,0.0
2023-09-29 00:00:00-04:00,256.63980283029065,256.63980283029065,253.06010489148073,254.5185089111328,2118100,0.0,0.0
2023-10-02 00:00:00-04:00,253.52412716236037,254.26279406318886,250.37059548202453,252.1983184814453,1912300,0.0,0.0
2023-10-03 00:00:00-04:00,250.04859333041844,251.92365512033808,245.91016318138432,247.1791534423828,2797900,0.0,0.0
2023-10-04 00:00:00-04:00,248.2113941171897,252.03732364725,247.08444959942557,251.37440490722656,2526400,0.0,0.0
2023-10-05 00:00:00-04:00,252.0846895678621,253.7230278917573,248.62810754043457,251.0334930419922,2883700,0.0,0.0
2023-10-06 00:00:00-04:00,249.20576808872792,254.35750671027046,248.33453475005578,253.29685974121094,2838000,0.0,0.0
2023-10-09 00:00:00-04:00,256.6776789336371,258.15501268459,254.34801279520607,257.15118408203125,2284300,0.0,0.0
2023-10-10 00:00:00-04:00,256.5356160670107,257.67201100712134,253.91237922349285,256.87652587890625,1808700,0.0,0.0
2023-10-11 00:00:00-04:00,260.29522378879443,269.26341202423436,259.62285460252923,268.5721130371094,4523100,0.0,0.0
2023-10-12 00:00:00-04:00,268.93196253233845,272.596887321379,268.5720940382438,269.935791015625,3052600,0.0,0.0
2023-10-13 00:00:00-04:00,272.45483563080643,273.17454370283957,265.16284581082607,269.04559326171875,3473200,0.0,0.0
2023-10-16 00:00:00-04:00,269.424455379106,272.55905745126876,268.77101589936564,271.6783447265625,2459400,0.0,0.0
2023-10-17 00:00:00-04:00,270.0778202055168,272.1138861967745,267.53036065397873,269.3486328125,2863200,0.0,0.0
2023-10-18 00:00:00-04:00,268.2879694121204,270.13465080250427,266.1003782329956,268.5531311035156,2789100,0.0,0.0
2023-10-19 00:00:00-04:00,267.14214579052293,268.2027927569683,263.3635837474456,265.7311096191406,2536400,0.0,0.0
2023-10-20 00:00:00-04:00,265.7310448751219,266.16666143724854,261.1380400230034,264.035888671875,2455000,0.0,0.0
2023-10-23 00:00:00-04:00,265.2764964873942,265.2764964873942,258.249696884677,258.5906066894531,2433500,0.0,0.0
2023-10-24 00:00:00-04:00,257.6720442944087,262.3786869197184,256.7629224447838,261.4884948730469,2253000,0.0,0.0
2023-10-25 00:00:00-04:00,260.51304484953675,262.02826702174804,257.67201411431273,257.7383117675781,2302300,0.0,0.0
2023-10-26 00:00:00-04:00,257.1133084638052,258.95051084368663,254.87837792359764,255.41815185546875,2269900,0.0,0.0
2023-10-27 00:00:00-04:00,254.69839708444175,255.08664582220123,246.37416958811886,247.70945739746094,2874900,0.0,0.0
2023-10-30 00:00:00-04:00,250.95772337408297,252.2361930279675,248.59019768187463,249.24363708496094,2974600,0.0,0.0
2023-10-31 00:00:00-04:00,242.33044695088154,243.77938589564238,236.4684513206072,242.1505126953125,4885100,0.0,0.0
2023-11-01 00:00:00-04:00,242.69029905196712,247.34960205780152,241.57283392674248,247.0181427001953,2509600,0.0,0.0
2023-11-02 00:00:00-04:00,249.3477532924826,253.89341921343487,248.55226825891842,252.4634246826172,2470400,0.0,0.0
2023-11-03 00:00:00-04:00,254.29120553807442,256.2136353680635,251.43124472167776,255.56019592285156,2509800,0.0,0.0
2023-11-06 00:00:00-05:00,256.4219638638872,260.380488810253,256.40303406239735,258.372802734375,2768100,0.0,0.0
2023-11-07 00:00:00-05:00,258.5054117672346,259.48083125425217,255.10564813965948,256.74395751953125,2526500,0.0,0.0
2023-11-08 00:00:00-05:00,257.984544157593,260.20999511727587,256.4030243291851,258.780029296875,1916800,0.0,0.0
2023-11-09 00:00:00-05:00,257.70986821780144,258.7515851284297,249.7265798535207,250.06748962402344,2266000,0.0,0.0
2023-11-10 00:00:00-05:00,252.51085920149492,253.74196112363816,248.5997017451005,253.1453399658203,2070600,0.0,0.0
2023-11-13 00:00:00-05:00,251.6016769009136,253.06008078161875,249.55613128784202,252.55816650390625,1579800,0.0,0.0
2023-11-14 00:00:00-05:00,254.9540885767562,258.48644704599553,254.13964477212022,255.71168518066406,2060000,0.0,0.0
2023-11-15 00:00:00-05:00,255.95791676339888,260.0584582302338,255.7116848622294,258.56219482421875,2795100,0.0,0.0
2023-11-16 00:00:00-05:00,260.1943220957477,261.94099346400833,255.67020848272958,256.7487487792969,2366200,2.13,0.0
2023-11-17 00:00:00-05:00,257.1400962922603,257.1400962922603,252.54916344429682,253.30319213867188,2642900,0.0,0.0
2023-11-20 00:00:00-05:00,250.630675431355,254.55350595682108,249.5426103996214,253.26498413085938,2213900,0.0,0.0
2023-11-21 00:00:00-05:00,253.25542378791565,253.92355482957987,248.65493756494376,250.85020446777344,2636600,0.0,0.0
2023-11-22 00:00:00-05:00,252.73048420414364,254.33396374909626,250.3157110031408,252.53958129882812,1649100,0.0,0.0
2023-11-24 00:00:00-05:00,253.04546818787858,253.9808459165748,252.82596186447515,253.36997985839844,930800,0.0,0.0
2023-11-27 00:00:00-05:00,253.34130355271748,253.47494140273602,249.7430141451233,252.234130859375,1846400,0.0,0.0
2023-11-28 00:00:00-05:00,252.32002762752873,254.45802932724666,251.64237187973322,253.4272003173828,1753400,0.0,0.0
2023-11-29 00:00:00-05:00,252.682764889472,255.89927812995782,251.49924833581332,254.45806884765625,2005200,0.0,0.0
2023-11-30 00:00:00-05:00,255.51749628425608,258.2377026538691,255.1643521021234,257.359619140625,2686400,0.0,0.0
